id,SalePrice
1461,120580.5
1462,151725.5
1463,191924.86
1464,185193.7
1465,185115.89
1466,195941.5
1467,203391.69
1468,178442.9
1469,184744.12
1470,128468.0
1471,229659.91
1472,92377.0
1473,92659.0
1474,149331.0
1475,108118.75
1476,284680.56
1477,273926.73
1478,282569.29
1479,286359.31
1480,422685.34
1481,317504.68
1482,198650.24
1483,198698.53
1484,166727.84
1485,177081.37
1486,207698.0
1487,318382.21
1488,214403.72
1489,205819.19
1490,253014.55
1491,196497.9
1492,91786.0
1493,184435.67
1494,307386.6
1495,296865.95
1496,262522.08
1497,184248.67
1498,152866.73
1499,151824.01
1500,157601.43
1501,168925.96
1502,156368.98
1503,294302.82
1504,230678.06
1505,224858.4
1506,165636.75
1507,251700.78
1508,189804.22
1509,153164.5
1510,151762.75
1511,142270.0
1512,160087.05
1513,128906.71
1514,194198.25
1515,166118.2
1516,161816.0
1517,151984.62
1518,133203.89
1519,239470.5
1520,134058.5
1521,139903.5
1522,164440.0
1523,113359.0
1524,109701.5
1525,130754.5
1526,131727.5
1527,111313.54
1528,130261.84
1529,139854.75
1530,163359.92
1531,136188.12
1532,104292.0
1533,137852.28
1534,118320.23
1535,148836.79
1536,115688.25
1537,118768.5
1538,135335.17
1539,165586.68
1540,130941.78
1541,134003.87
1542,137967.33
1543,180340.58
1544,86693.5
1545,103106.0
1546,129270.87
1547,132556.5
1548,124255.66
1549,110221.0
1550,146515.5
1551,125281.75
1552,171698.87
1553,150512.49
1554,122689.63
1555,182299.5
1556,106678.74
1557,109439.04
1558,89522.5
1559,119237.45
1560,150545.6
1561,151744.76
1562,126482.5
1563,122857.49
1564,170959.88
1565,171978.87
1566,224849.0
1567,87491.0
1568,239853.5
1569,154878.33
1570,123440.0
1571,119686.16
1572,142801.25
1573,258032.3
1574,143436.8
1575,231430.52
1576,281456.24
1577,201323.96
1578,142695.72
1579,145777.5
1580,182603.62
1581,148875.0
1582,128171.5
1583,341463.8
1584,233249.82
1585,137433.75
1586,91831.75
1587,104773.78
1588,139058.0
1589,93405.0
1590,134043.72
1591,104665.75
1592,135334.44
1593,122280.5
1594,142781.0
1595,151084.05
1596,195480.0
1597,202733.55
1598,182659.03
1599,148491.17666666667
1600,174661.93
1601,100236.0
1602,108688.0
1603,107473.14
1604,276559.32
1605,243196.39
1606,169933.87
1607,158763.94
1608,266412.89
1609,192486.09
1610,172056.36
1611,161813.5
1612,187243.55
1613,189481.64
1614,120111.36
1615,95208.0
1616,90424.0
1617,92286.0
1618,128893.59
1619,131745.25
1620,206585.17
1621,141264.5
1622,135301.13
1623,271134.54
1624,221379.86
1625,125526.0
1626,174838.3
1627,190036.36
1628,303618.13
1629,174383.98
1630,322149.03
1631,214064.7
1632,226191.06
1633,176953.97
1634,189105.4
1635,186383.91
1636,181621.15
1637,204720.5
1638,178124.05
1639,191519.12
1640,248502.9
1641,169253.4
1642,217790.57
1643,193276.62
1644,216797.87
1645,198079.37
1646,159609.6
1647,168615.1
1648,139374.62
1649,141822.37
1650,128399.0
1651,131592.3
1652,91099.0
1653,90761.0
1654,153431.0
1655,142385.92
1656,149698.05
1657,154369.4
1658,146644.5
1659,115017.83
1660,152987.5
1661,412686.93
1662,326639.71
1663,376631.9
1664,440286.48
1665,306887.69
1666,360403.49
1667,335195.7
1668,314925.39
1669,278247.96
1670,347282.9
1671,273773.26
1672,408928.88
1673,300123.16
1674,249155.14
1675,199888.05
1676,202519.97
1677,214008.43
1678,413678.9
1679,401694.25
1680,279104.66
1681,225904.88
1682,322985.22
1683,197715.44
1684,174665.6
1685,175119.55
1686,169112.35
1687,169555.34
1688,185857.65
1689,185557.15
1690,182590.3
1691,179084.33
1692,263745.12
1693,172079.82
1694,182910.3
1695,170319.07
1696,320475.39
1697,169570.42
1698,343576.15
1699,359890.01
1700,245395.73
1701,251820.28
1702,261193.8
1703,255757.33
1704,313887.53
1705,215503.99
1706,415173.62
1707,214145.1
1708,220063.1
1709,261508.99
1710,205765.13
1711,275396.1
1712,243677.98
1713,309102.03
1714,221280.09
1715,199460.97
1716,161027.06333333332
1717,150613.8333333333
1718,134916.3333333333
1719,213484.98
1720,258005.88
1721,155506.09
1722,133708.05
1723,190939.93
1724,214023.14
1725,232181.63
1726,206879.27
1727,181617.8
1728,187940.53
1729,170976.95
1730,181775.55
1731,124958.19
1732,128613.66
1733,121232.49
1734,135682.5
1735,134312.83
1736,119803.33
1737,361207.66
1738,205174.9
1739,311757.4
1740,247197.98
1741,184469.84
1742,167317.46
1743,164604.65
1744,278119.5
1745,173946.5
1746,186292.97
1747,185699.5
1748,252768.06
1749,168264.0
1750,140947.5
1751,197114.87
1752,117662.0
1753,148724.3
1754,189119.2
1755,180538.73
1756,135317.33
1757,116283.33
1758,162113.23
1759,159695.0
1760,163398.49
1761,159902.0
1762,211391.67
1763,160195.0
1764,117704.0
1765,155904.0
1766,192277.0
1767,268246.8
1768,139944.75
1769,156398.5
1770,147869.0
1771,128028.5
1772,133605.0
1773,148573.0
1774,139804.73
1775,126621.0
1776,113640.0
1777,119689.0
1778,136167.55
1779,112316.5
1780,169174.0
1781,128563.75
1782,105207.33
1783,138921.05
1784,115952.08
1785,118691.49
1786,155163.35
1787,140655.06
1788,74894.54
1789,85325.0
1790,107604.5
1791,170137.71
1792,154991.0
1793,152339.6
1794,138668.55
1795,132734.0
1796,120391.5
1797,107329.86
1798,124924.5
1799,115419.83
1800,124965.5
1801,142266.34
1802,125225.59
1803,153097.74
1804,139641.8
1805,142829.5
1806,119415.29
1807,138837.45
1808,122013.5
1809,131883.14
1810,151364.82
1811,107544.5
1812,113528.21
1813,120855.21
1814,102706.5
1815,73674.0
1816,104390.0
1817,125241.38
1818,128976.19
1819,124616.54
1820,97005.0
1821,111468.33
1822,211662.59
1823,75251.0
1824,124873.83
1825,133208.74
1826,102057.0
1827,119908.61
1828,138093.4
1829,123498.75
1830,125541.08
1831,134197.16
1832,124102.34
1833,135475.0
1834,128698.65
1835,146046.45
1836,118203.0
1837,101278.5
1838,133221.87
1839,104944.48
1840,181940.82
1841,150392.2
1842,107899.0
1843,143328.5
1844,137991.67
1845,150431.0
1846,166608.5
1847,139739.16
1848,78698.5
1849,112643.25
1850,124569.25
1851,167466.34
1852,135553.0
1853,150663.05
1854,152806.15
1855,154766.83
1856,208042.76
1857,171877.95
1858,140829.37
1859,116212.84
1860,152998.24
1861,116212.84
1862,353438.07
1863,340859.41
1864,342783.41
1865,292580.73
1866,305030.54
1867,241612.69
1868,263966.86
1869,200659.25
1870,259767.86
1871,241708.59
1872,170201.96
1873,227723.4
1874,133278.0
1875,227306.3
1876,211105.0
1877,226736.04
1878,218325.67
1879,139864.75
1880,136812.9
1881,272931.63
1882,253304.01
1883,202974.07
1884,218276.25
1885,237407.52
1886,277673.43
1887,215832.8
1888,317324.97
1889,174336.81
1890,133145.25
1891,141543.52
1892,114066.0
1893,128059.75
1894,124429.89
1895,144968.5
1896,123414.33
1897,129422.85
1898,125329.0
1899,135330.34
1900,135806.04
1901,194585.5
1902,153803.5
1903,212505.06
1904,138251.5
1905,199618.3
1906,158995.5
1907,189436.5
1908,121876.6
1909,139587.7
1910,136344.47
1911,194749.05
1912,250863.28
1913,155801.6
1914,87803.0
1915,331895.66
1916,80119.0
1917,247829.37
1918,133280.43
1919,158571.97
1920,209462.37
1921,420091.1
1922,311933.05
1923,192531.09
1924,234682.67
1925,217376.62
1926,371874.45
1927,135761.25
1928,184246.4
1929,125762.5
1930,127960.00666666668
1931,149805.37
1932,143766.6666666667
1933,168786.5
1934,180866.07
1935,187716.32
1936,191451.9
1937,197338.99
1938,196693.95
1939,243743.79333333336
1940,187644.17
1941,178359.92
1942,204015.0
1943,192246.33
1944,301737.02
1945,373543.25
1946,183353.5
1947,289805.46
1948,189408.98
1949,235632.02
1950,166040.6
1951,235776.0
1952,196959.2
1953,171797.0
1954,176785.82
1955,135619.0
1956,269785.37
1957,174242.35
1958,336275.46
1959,149689.27
1960,118950.5
1961,118759.53
1962,90052.0
1963,92173.0
1964,118879.33
1965,134071.26
1966,134170.55
1967,304556.91
1968,410343.17
1969,370627.34
1970,385517.2
1971,383682.38
1972,322798.03
1973,274816.79
1974,316334.42
1975,432190.06
1976,299633.21
1977,352278.55
1978,329784.88
1979,284646.18
1980,206234.74
1981,325717.48
1982,200329.84
1983,193692.63
1984,170860.89
1985,240994.16
1986,228331.09
1987,178215.65
1988,177920.3
1989,203827.95
1990,219019.75
1991,222405.38
1992,217792.82
1993,174068.7
1994,244232.77
1995,182353.0
1996,251976.72
1997,270061.64
1998,347409.9
1999,246233.55
2000,293881.06
2001,301122.4
2002,279839.69
2003,261342.56
2004,310483.69
2005,206312.36
2006,219006.81
2007,264592.25
2008,213724.06
2009,206073.5
2010,197645.05
2011,133895.1
2012,179789.67
2013,194036.32
2014,193413.34
2015,200777.25
2016,209329.15
2017,204622.01
2018,129356.5
2019,133045.93
2020,112477.83
2021,113772.33
2022,200441.2
2023,161124.1
2024,249767.54
2025,282457.76
2026,175146.73
2027,151651.17
2028,151919.07
2029,171761.38
2030,258738.91
2031,207175.62666666665
2032,214347.52
2033,247386.56
2034,165502.99
2035,219094.71
2036,175945.53
2037,181967.3
2038,216297.58
2039,197062.05
2040,237580.29
2041,238731.1
2042,211978.39
2043,144494.45
2044,180046.0
2045,205076.0
2046,138008.06
2047,154320.56
2048,135567.09
2049,137865.27
2050,152813.34
2051,107078.25
2052,136719.0
2053,139905.05
2054,97761.0
2055,145210.55
2056,126123.5
2057,125933.75
2058,226131.0
2059,148166.0
2060,161315.75
2061,168398.0
2062,134576.0
2063,112019.75
2064,135883.0
2065,117218.5
2066,174016.5
2067,135813.66
2068,137087.38
2069,82260.5
2070,110719.14
2071,109848.0
2072,133546.6
2073,151133.0
2074,170132.5
2075,143766.5
2076,124760.63
2077,143562.75
2078,131770.83
2079,120690.03
2080,112607.8
2081,119001.5
2082,123606.55
2083,126671.34
2084,108916.5
2085,130933.5
2086,110612.72
2087,124049.18
2088,108014.02
2089,100112.0
2090,141417.46
2091,137736.34
2092,127824.72
2093,145585.04
2094,105357.83
2095,154684.9
2096,82165.54
2097,100542.33
2098,144588.5
2099,78827.0
2100,117872.28
2101,144926.84
2102,128029.82
2103,108002.04
2104,133389.05
2105,117184.08
2106,90333.0
2107,264902.8
2108,121553.5
2109,120600.0
2110,133739.43
2111,113053.37
2112,146688.15
2113,114661.68
2114,115608.62
2115,150377.22
2116,129655.84
2117,139963.78
2118,129731.0
2119,112063.75
2120,131784.22
2121,114150.5
2122,113209.5
2123,86057.0
2124,153289.83
2125,133465.5
2126,141437.0
2127,151822.74
2128,127328.48
2129,96574.5
2130,146006.66
2131,141874.7
2132,123724.05
2133,122223.89
2134,128491.64
2135,106048.04
2136,98680.14
2137,119778.84
2138,132628.83
2139,157935.44
2140,138177.0
2141,139297.34
2142,133273.08
2143,139173.63
2144,133011.55
2145,136387.09
2146,162568.86
2147,180601.9
2148,131258.0
2149,150802.0
2150,205801.0
2151,108788.0
2152,198472.5
2153,167956.87
2154,108066.0
2155,136771.4
2156,254038.89
2157,257726.4
2158,224520.55
2159,173690.46
2160,168004.33
2161,249549.52
2162,434401.49
2163,345003.28
2164,290544.96
2165,184031.4
2166,140982.50000000003
2167,238840.26
2168,206038.5
2169,196955.55
2170,219200.06
2171,139102.0
2172,161177.12
2173,150486.4
2174,229810.9
2175,288821.13
2176,333239.28
2177,246413.01
2178,202253.55
2179,138642.75
2180,303723.18
2181,197300.36
2182,238296.97
2183,195821.45
2184,134580.0
2185,125904.78
2186,148274.94
2187,149539.46
2188,159950.71
2189,202367.3
2190,85020.42
2191,83526.0
2192,95997.0
2193,102806.87
2194,93100.67
2195,117414.5
2196,114095.53
2197,125033.87
2198,133111.5
2199,167293.0
2200,141842.83333333334
2201,126983.38
2202,163158.78
2203,174240.0
2204,165636.5
2205,112580.5
2206,138354.5
2207,179672.0
2208,220728.75
2209,232666.0
2210,121007.12
2211,120683.89
2212,119555.52
2213,102173.87
2214,131202.3
2215,108662.48
2216,148089.14
2217,90997.0
2218,83201.58
2219,90676.54
2220,109840.5
2221,334115.66
2222,298425.46
2223,307860.26
2224,249000.48
2225,143835.07
2226,275392.3
2227,193380.6
2228,288232.32
2229,232944.29
2230,172405.88
2231,254312.5
2232,212189.35
2233,196225.46
2234,244885.73
2235,260840.42
2236,257874.12
2237,363307.18
2238,246318.82
2239,121794.0
2240,167135.4
2241,184878.98
2242,140695.85
2243,121765.71
2244,95924.0
2245,100017.0
2246,138636.0
2247,116300.92
2248,125122.0
2249,128763.5
2250,132876.5
2251,134724.5
2252,197637.0
2253,170564.07
2254,182717.83
2255,200714.36
2256,187233.7
2257,221514.29
2258,175710.44
2259,186470.37
2260,175371.5
2261,185224.8
2262,206063.92666666667
2263,336658.57
2264,424356.71
2265,242036.53
2266,242700.64
2267,290249.67
2268,330047.03
2269,166621.94
2270,183483.25
2271,205528.0
2272,187758.32
2273,178298.0
2274,187717.8
2275,196814.0
2276,166503.27
2277,181367.2
2278,138672.25
2279,126959.17
2280,125312.0
2281,186169.13
2282,222526.11
2283,92779.0
2284,109264.83
2285,133022.8
2286,130227.33
2287,336410.01
2288,286427.67
2289,384933.41
2290,369923.39
2291,305677.42
2292,409349.02
2293,441319.3
2294,328810.01
2295,418545.63
2296,237380.2
2297,327183.73
2298,307194.4
2299,332362.04
2300,332127.33
2301,303891.37
2302,284250.73
2303,227221.82
2304,246046.4
2305,196893.18666666665
2306,203436.23666666663
2307,201726.22
2308,220572.52
2309,253992.27
2310,193430.12
2311,222938.25
2312,177563.93
2313,175801.06
2314,181086.85
2315,174834.11
2316,250615.83
2317,202636.58
2318,182237.43
2319,179144.19
2320,179574.38
2321,229920.63
2322,176265.95
2323,183968.4
2324,176452.17
2325,210116.38
2326,169991.5
2327,211131.45
2328,222686.25
2329,187788.65
2330,185283.38
2331,344054.99
2332,314712.18
2333,292688.39
2334,282515.09
2335,249823.3
2336,324121.65
2337,211293.4
2338,299544.21
2339,231995.54
2340,374252.54
2341,238702.91
2342,223403.67
2343,217255.74
2344,253431.52
2345,245155.78
2346,210077.7
2347,204812.4
2348,229182.61
2349,188551.4
2350,278224.89
2351,242751.21
2352,242073.55
2353,294744.46
2354,135476.5
2355,131714.5833333333
2356,149807.6
2357,196438.76
2358,211759.1
2359,134694.1
2360,119681.0
2361,138006.0
2362,266009.3
2363,138204.12
2364,161094.11
2365,203430.88
2366,177563.65
2367,208452.02
2368,214118.36
2369,212649.67
2370,173410.71
2371,174924.14
2372,203667.37
2373,252576.77
2374,253696.67
2375,246260.58
2376,251511.5
2377,283191.5
2378,136427.0
2379,187076.77
2380,136703.0
2381,157024.5
2382,164712.05
2383,217934.93
2384,247826.73
2385,161592.0
2386,136757.0
2387,129620.6
2388,129020.0
2389,132901.0
2390,148489.83
2391,141772.87
2392,113033.0
2393,161955.1
2394,143827.01
2395,238206.22
2396,141716.5
2397,212890.6
2398,128868.0
2399,70962.04
2400,73324.0
2401,119235.0
2402,132381.5
2403,124829.64
2404,159681.0
2405,160709.37
2406,138755.6
2407,123667.9
2408,133004.87
2409,139767.0
2410,161276.0
2411,122450.0
2412,151962.75
2413,133948.5
2414,130567.59
2415,132836.18
2416,112757.5
2417,123931.75
2418,129785.33
2419,132114.25
2420,128959.03
2421,138504.25
2422,118800.0
2423,132931.0
2424,143302.75
2425,338615.06
2426,154749.5
2427,143154.74
2428,162024.83
2429,116221.5
2430,130369.0
2431,129791.42
2432,138991.34
2433,149846.0
2434,140935.0
2435,157701.2
2436,107073.28
2437,110845.96
2438,128765.29
2439,110307.64
2440,114851.53
2441,112253.5
2442,116890.19
2443,126861.74
2444,137906.0
2445,89405.54
2446,129300.97
